ID,User ID,Filename,Disease,Confidence,Timestamp
23,639604ca-d60d-4653-afba-e7a96ee98749,original_4433dc37.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.9817453026771545,2025-10-30 19:42:59.179206
22,639604ca-d60d-4653-afba-e7a96ee98749,original_c629945f.jpg,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.9817453026771545,2025-10-30 19:40:16.713284
21,639604ca-d60d-4653-afba-e7a96ee98749,original_4dbeea67.jpg,Corn_(maize)___Common_rust_,0.3880194127559662,2025-10-30 19:40:01.686811
20,639604ca-d60d-4653-afba-e7a96ee98749,original_1aa14a48.jpg,Grape___Black_rot,0.6135180592536926,2025-10-30 19:39:27.873354
19,639604ca-d60d-4653-afba-e7a96ee98749,original_de1d4e0a.jpg,Grape___Black_rot,0.6135180592536926,2025-10-30 19:38:47.223610
